0023_20E3	keycap: #
1F9D1_1F3FE_200D_2764_200D_1F48B_200D_1F9D1_1F3FC	kiss: person, person, medium-dark skin tone, medium-light skin tone
1F9D1_1F3FE_200D_2764_200D_1F48B_200D_1F9D1_1F3FD	kiss: person, person, medium-dark skin tone, medium skin tone
1F9D1_1F3FE_200D_2764_200D_1F48B_200D_1F9D1_1F3FF	kiss: person, person, medium-dark skin tone, dark skin tone
1F9D1_1F3FE_200D_2764_200D_1F9D1_1F3FB	couple with heart: person, person, medium-dark skin tone, light skin tone
1F9D1_1F3FE_200D_2764_200D_1F9D1_1F3FC	couple with heart: person, person, medium-dark skin tone, medium-light skin tone
1F9D1_1F3FE_200D_2764_200D_1F9D1_1F3FD	couple with heart: person, person, medium-dark skin tone, medium skin tone
1F9D1_1F3FE_200D_2764_200D_1F9D1_1F3FF	couple with heart: person, person, medium-dark skin tone, dark skin tone
1F9D1_1F3FE_200D_1F33E	farmer: medium-dark skin tone
1F9D1_1F3FE_200D_1F373	cook: medium-dark skin tone
1F9D1_1F3FE_200D_1F37C	person feeding baby: medium-dark skin tone
1F9D1_1F3FE_200D_1F384	Mx Claus: medium-dark skin tone
1F9D1_1F3FE_200D_1F393	student: medium-dark skin tone
1F9D1_1F3FE_200D_1F3A4	singer: medium-dark skin tone
1F9D1_1F3FE_200D_1F3A8	artist: medium-dark skin tone
1F9D1_1F3FE_200D_1F3EB	teacher: medium-dark skin tone
1F9D1_1F3FE_200D_1F3ED	factory worker: medium-dark skin tone
1F9D1_1F3FE_200D_1F430_200D_1F9D1_1F3FB	people with bunny ears: medium-dark skin tone, light skin tone
1F9D1_1F3FE_200D_1F430_200D_1F9D1_1F3FC	people with bunny ears: medium-dark skin tone, medium-light skin tone
1F9D1_1F3FE_200D_1F430_200D_1F9D1_1F3FD	people with bunny ears: medium-dark skin tone, medium skin tone
1F9D1_1F3FE_200D_1F430_200D_1F9D1_1F3FF	people with bunny ears: medium-dark skin tone, dark skin tone
1F9D1_1F3FE_200D_1F4BB	technologist: medium-dark skin tone
1F9D1_1F3FE_200D_1F4BC	office worker: medium-dark skin tone
1F9D1_1F3FE_200D_1F527	mechanic: medium-dark skin tone
1F9D1_1F3FE_200D_1F52C	scientist: medium-dark skin tone
1F9D1_1F3FE_200D_1F680	astronaut: medium-dark skin tone
1F9D1_1F3FE_200D_1F692	firefighter: medium-dark skin tone
1F9D1_1F3FE_200D_1F91D_200D_1F9D1_1F3FB	people holding hands: medium-dark skin tone, light skin tone
1F9D1_1F3FE_200D_1F91D_200D_1F9D1_1F3FC	people holding hands: medium-dark skin tone, medium-light skin tone
1F9D1_1F3FE_200D_1F91D_200D_1F9D1_1F3FD	people holding hands: medium-dark skin tone, medium skin tone
1F9D1_1F3FE_200D_1F91D_200D_1F9D1_1F3FE	people holding hands: medium-dark skin tone
1F9D1_1F3FE_200D_1F91D_200D_1F9D1_1F3FF	people holding hands: medium-dark skin tone, dark skin tone
1F9D1_1F3FE_200D_1F9AF	person with white cane: medium-dark skin tone
1F9D1_1F3FE_200D_1F9AF_200D_27A1	person with white cane: medium-dark skin tone, facing right
1F9D1_1F3FE_200D_1F9B0	person: medium-dark skin tone, red hair
1F9D1_1F3FE_200D_1F9B1	person: medium-dark skin tone, curly hair
1F9D1_1F3FE_200D_1F9B2	person: medium-dark skin tone, bald
1F9D1_1F3FE_200D_1F9B3	person: medium-dark skin tone, white hair
1F9D1_1F3FE_200D_1F9BC	person in motorized wheelchair: medium-dark skin tone
1F9D1_1F3FE_200D_1F9BC_200D_27A1	person in motorized wheelchair: medium-dark skin tone, facing right
1F9D1_1F3FE_200D_1F9BD	person in manual wheelchair: medium-dark skin tone
1F9D1_1F3FE_200D_1F9BD_200D_27A1	person in manual wheelchair: medium-dark skin tone, facing right
1F9D1_1F3FE_200D_1FA70	ballet dancer: medium-dark skin tone
1F9D1_1F3FE_200D_1FAEF_200D_1F9D1_1F3FB	people wrestling: medium-dark skin tone, light skin tone
1F9D1_1F3FE_200D_1FAEF_200D_1F9D1_1F3FC	people wrestling: medium-dark skin tone, medium-light skin tone
1F9D1_1F3FE_200D_1FAEF_200D_1F9D1_1F3FD	people wrestling: medium-dark skin tone, medium skin tone
1F9D1_1F3FE_200D_1FAEF_200D_1F9D1_1F3FF	people wrestling: medium-dark skin tone, dark skin tone
1F9D1_1F3FF	person: dark skin tone
1F9D1_1F3FF_200D_2695	health worker: dark skin tone
1F9D1_1F3FF_200D_2696	judge: dark skin tone
1F9D1_1F3FF_200D_2708	pilot: dark skin tone
1F9D1_1F3FF_200D_2764_200D_1F48B_200D_1F9D1_1F3FB	kiss: person, person, dark skin tone, light skin tone
1F9D1_1F3FF_200D_2764_200D_1F48B_200D_1F9D1_1F3FC	kiss: person, person, dark skin tone, medium-light skin tone
1F9D1_1F3FF_200D_2764_200D_1F48B_200D_1F9D1_1F3FD	kiss: person, person, dark skin tone, medium skin tone
1F9D1_1F3FF_200D_2764_200D_1F48B_200D_1F9D1_1F3FE	kiss: person, person, dark skin tone, medium-dark skin tone
1F9D1_1F3FF_200D_2764_200D_1F9D1_1F3FB	couple with heart: person, person, dark skin tone, light skin tone
1F9D1_1F3FF_200D_2764_200D_1F9D1_1F3FC	couple with heart: person, person, dark skin tone, medium-light skin tone
1F9D1_1F3FF_200D_2764_200D_1F9D1_1F3FD	couple with heart: person, person, dark skin tone, medium skin tone
1F9D1_1F3FF_200D_2764_200D_1F9D1_1F3FE	couple with heart: person, person, dark skin tone, medium-dark skin tone
1F9D1_1F3FF_200D_1F33E	farmer: dark skin tone
1F9D1_1F3FF_200D_1F373	cook: dark skin tone
1F9D1_1F3FF_200D_1F37C	person feeding baby: dark skin tone
1F9D1_1F3FF_200D_1F384	Mx Claus: dark skin tone
1F9D1_1F3FF_200D_1F393	student: dark skin tone
1F9D1_1F3FF_200D_1F3A4	singer: dark skin tone
1F9D1_1F3FF_200D_1F3A8	artist: dark skin tone
1F9D1_1F3FF_200D_1F3EB	teacher: dark skin tone
1F9D1_1F3FF_200D_1F3ED	factory worker: dark skin tone
1F9D1_1F3FF_200D_1F430_200D_1F9D1_1F3FB	people with bunny ears: dark skin tone, light skin tone
1F9D1_1F3FF_200D_1F430_200D_1F9D1_1F3FC	people with bunny ears: dark skin tone, medium-light skin tone
1F9D1_1F3FF_200D_1F430_200D_1F9D1_1F3FD	people with bunny ears: dark skin tone, medium skin tone
1F9D1_1F3FF_200D_1F430_200D_1F9D1_1F3FE	people with bunny ears: dark skin tone, medium-dark skin tone
1F9D1_1F3FF_200D_1F4BB	technologist: dark skin tone
1F9D1_1F3FF_200D_1F4BC	office worker: dark skin tone
1F9D1_1F3FF_200D_1F527	mechanic: dark skin tone
1F9D1_1F3FF_200D_1F52C	scientist: dark skin tone
1F9D1_1F3FF_200D_1F680	astronaut: dark skin tone
1F9D1_1F3FF_200D_1F692	firefighter: dark skin tone
1F9D1_1F3FF_200D_1F91D_200D_1F9D1_1F3FB	people holding hands: dark skin tone, light skin tone
1F9D1_1F3FF_200D_1F91D_200D_1F9D1_1F3FC	people holding hands: dark skin tone, medium-light skin tone
1F9D1_1F3FF_200D_1F91D_200D_1F9D1_1F3FD	people holding hands: dark skin tone, medium skin tone
1F9D1_1F3FF_200D_1F91D_200D_1F9D1_1F3FE	people holding hands: dark skin tone, medium-dark skin tone
1F9D1_1F3FF_200D_1F91D_200D_1F9D1_1F3FF	people holding hands: dark skin tone
1F9D1_1F3FF_200D_1F9AF	person with white cane: dark skin tone
1F9D1_1F3FF_200D_1F9AF_200D_27A1	person with white cane: dark skin tone, facing right
1F9D1_1F3FF_200D_1F9B0	person: dark skin tone, red hair
1F9D1_1F3FF_200D_1F9B1	person: dark skin tone, curly hair
1F9D1_1F3FF_200D_1F9B2	person: dark skin tone, bald
1F9D1_1F3FF_200D_1F9B3	person: dark skin tone, white hair
1F9D1_1F3FF_200D_1F9BC	person in motorized wheelchair: dark skin tone
1F9D1_1F3FF_200D_1F9BC_200D_27A1	person in motorized wheelchair: dark skin tone, facing right
1F9D1_1F3FF_200D_1F9BD	person in manual wheelchair: dark skin tone
1F9D1_1F3FF_200D_1F9BD_200D_27A1	person in manual wheelchair: dark skin tone, facing right
1F9D1_1F3FF_200D_1FA70	ballet dancer: dark skin tone
1F9D1_1F3FF_200D_1FAEF_200D_1F9D1_1F3FB	people wrestling: dark skin tone, light skin tone
1F9D1_1F3FF_200D_1FAEF_200D_1F9D1_1F3FC	people wrestling: dark skin tone, medium-light skin tone
1F9D1_1F3FF_200D_1FAEF_200D_1F9D1_1F3FD	people wrestling: dark skin tone, medium skin tone
1F9D1_1F3FF_200D_1FAEF_200D_1F9D1_1F3FE	people wrestling: dark skin tone, medium-dark skin tone
1F9D2_1F3FB	child: light skin tone
1F9D2_1F3FC	child: medium-light skin tone
1F9D2_1F3FD	child: medium skin tone
1F9D2_1F3FE	child: medium-dark skin tone
1F9D2_1F3FF	child: dark skin tone
1F9D3_1F3FB	older person: light skin tone
1F9D3_1F3FC	older person: medium-light skin tone
1F9D3_1F3FD	older person: medium skin tone
1F9D3_1F3FE	older person: medium-dark skin tone
1F9D3_1F3FF	older person: dark skin tone
1F9D4_200D_2640	woman: beard
1F9D4_200D_2642	man: beard
1F9D4_1F3FB	person: light skin tone, beard
1F9D4_1F3FB_200D_2640	woman: light skin tone, beard
1F9D4_1F3FB_200D_2642	man: light skin tone, beard
1F9D4_1F3FC	person: medium-light skin tone, beard
1F9D4_1F3FC_200D_2640	woman: medium-light skin tone, beard
1F9D4_1F3FC_200D_2642	man: medium-light skin tone, beard
1F9D4_1F3FD	person: medium skin tone, beard
1F9D4_1F3FD_200D_2640	woman: medium skin tone, beard
1F9D4_1F3FD_200D_2642	man: medium skin tone, beard
1F9D4_1F3FE	person: medium-dark skin tone, beard
1F9D4_1F3FE_200D_2640	woman: medium-dark skin tone, beard
1F9D4_1F3FE_200D_2642	man: medium-dark skin tone, beard
1F9D4_1F3FF	person: dark skin tone, beard
1F9D4_1F3FF_200D_2640	woman: dark skin tone, beard
1F9D4_1F3FF_200D_2642	man: dark skin tone, beard
1F9D5_1F3FB	woman with headscarf: light skin tone
1F9D5_1F3FC	woman with headscarf: medium-light skin tone
1F9D5_1F3FD	woman with headscarf: medium skin tone
1F9D5_1F3FE	woman with headscarf: medium-dark skin tone
1F9D5_1F3FF	woman with headscarf: dark skin tone
1F9D6_200D_2640	woman in steamy room
1F9D6_200D_2642	man in steamy room
1F9D6_1F3FB	person in steamy room: light skin tone
1F9D6_1F3FB_200D_2640	woman in steamy room: light skin tone
1F9D6_1F3FB_200D_2642	man in steamy room: light skin tone
1F9D6_1F3FC	person in steamy room: medium-light skin tone
1F9D6_1F3FC_200D_2640	woman in steamy room: medium-light skin tone
1F9D6_1F3FC_200D_2642	man in steamy room: medium-light skin tone
1F9D6_1F3FD	person in steamy room: medium skin tone
1F9D6_1F3FD_200D_2640	woman in steamy room: medium skin tone
1F9D6_1F3FD_200D_2642	man in steamy room: medium skin tone
1F9D6_1F3FE	person in steamy room: medium-dark skin tone
1F9D6_1F3FE_200D_2640	woman in steamy room: medium-dark skin tone
1F9D6_1F3FE_200D_2642	man in steamy room: medium-dark skin tone
1F9D6_1F3FF	person in steamy room: dark skin tone
1F9D6_1F3FF_200D_2640	woman in steamy room: dark skin tone
1F9D6_1F3FF_200D_2642	man in steamy room: dark skin tone
1F9D7_200D_2640	woman climbing
1F9D7_200D_2642	man climbing
1F9D7_1F3FB	person climbing: light skin tone
1F9D7_1F3FB_200D_2640	woman climbing: light skin tone
1F9D7_1F3FB_200D_2642	man climbing: light skin tone
1F9D7_1F3FC	person climbing: medium-light skin tone
1F9D7_1F3FC_200D_2640	woman climbing: medium-light skin tone
1F9D7_1F3FC_200D_2642	man climbing: medium-light skin tone
1F9D7_1F3FD	person climbing: medium skin tone
1F9D7_1F3FD_200D_2640	woman climbing: medium skin tone
1F9D7_1F3FD_200D_2642	man climbing: medium skin tone
1F9D7_1F3FE	person climbing: medium-dark skin tone
1F9D7_1F3FE_200D_2640	woman climbing: medium-dark skin tone
1F9D7_1F3FE_200D_2642	man climbing: medium-dark skin tone
1F9D7_1F3FF	person climbing: dark skin tone
1F9D7_1F3FF_200D_2640	woman climbing: dark skin tone
1F9D7_1F3FF_200D_2642	man climbing: dark skin tone
1F9D8_200D_2640	woman in lotus position
1F9D8_200D_2642	man in lotus position
1F9D8_1F3FB	person in lotus position: light skin tone
1F9D8_1F3FB_200D_2640	woman in lotus position: light skin tone
1F9D8_1F3FB_200D_2642	man in lotus position: light skin tone
1F9D8_1F3FC	person in lotus position: medium-light skin tone
1F9D8_1F3FC_200D_2640	woman in lotus position: medium-light skin tone
1F9D8_1F3FC_200D_2642	man in lotus position: medium-light skin tone
1F9D8_1F3FD	person in lotus position: medium skin tone
1F9D8_1F3FD_200D_2640	woman in lotus position: medium skin tone
1F9D8_1F3FD_200D_2642	man in lotus position: medium skin tone
1F9D8_1F3FE	person in lotus position: medium-dark skin tone
1F9D8_1F3FE_200D_2640	woman in lotus position: medium-dark skin tone
1F9D8_1F3FE_200D_2642	man in lotus position: medium-dark skin tone
1F9D8_1F3FF	person in lotus position: dark skin tone
1F9D8_1F3FF_200D_2640	woman in lotus position: dark skin tone
1F9D8_1F3FF_200D_2642	man in lotus position: dark skin tone
1F9D9_200D_2640	woman mage
1F9D9_200D_2642	man mage
1F9D9_1F3FB	mage: light skin tone
1F9D9_1F3FB_200D_2640	woman mage: light skin tone
1F9D9_1F3FB_200D_2642	man mage: light skin tone
1F9D9_1F3FC	mage: medium-light skin tone
1F9D9_1F3FC_200D_2640	woman mage: medium-light skin tone
1F9D9_1F3FC_200D_2642	man mage: medium-light skin tone
1F9D9_1F3FD	mage: medium skin tone
1F9D9_1F3FD_200D_2640	woman mage: medium skin tone
1F9D9_1F3FD_200D_2642	man mage: medium skin tone
1F9D9_1F3FE	mage: medium-dark skin tone
1F9D9_1F3FE_200D_2640	woman mage: medium-dark skin tone
1F9D9_1F3FE_200D_2642	man mage: medium-dark skin tone
1F9D9_1F3FF	mage: dark skin tone
1F9D9_1F3FF_200D_2640	woman mage: dark skin tone
1F9D9_1F3FF_200D_2642	man mage: dark skin tone
1F9DA_200D_2640	woman fairy
1F9DA_200D_2642	man fairy
1F9DA_1F3FB	fairy: light skin tone
1F9DA_1F3FB_200D_2640	woman fairy: light skin tone
1F9DA_1F3FB_200D_2642	man fairy: light skin tone
1F9DA_1F3FC	fairy: medium-light skin tone
1F9DA_1F3FC_200D_2640	woman fairy: medium-light skin tone
1F9DA_1F3FC_200D_2642	man fairy: medium-light skin tone
1F9DA_1F3FD	fairy: medium skin tone
1F9DA_1F3FD_200D_2640	woman fairy: medium skin tone
1F9DA_1F3FD_200D_2642	man fairy: medium skin tone
1F9DA_1F3FE	fairy: medium-dark skin tone
1F9DA_1F3FE_200D_2640	woman fairy: medium-dark skin tone
1F9DA_1F3FE_200D_2642	man fairy: medium-dark skin tone
1F9DA_1F3FF	fairy: dark skin tone
1F9DA_1F3FF_200D_2640	woman fairy: dark skin tone
1F9DA_1F3FF_200D_2642	man fairy: dark skin tone
1F9DB_200D_2640	woman vampire
1F9DB_200D_2642	man vampire
1F9DB_1F3FB	vampire: light skin tone
1F9DB_1F3FB_200D_2640	woman vampire: light skin tone
1F9DB_1F3FB_200D_2642	man vampire: light skin tone
1F9DB_1F3FC	vampire: medium-light skin tone
1F9DB_1F3FC_200D_2640	woman vampire: medium-light skin tone
1F9DB_1F3FC_200D_2642	man vampire: medium-light skin tone
1F9DB_1F3FD	vampire: medium skin tone
1F9DB_1F3FD_200D_2640	woman vampire: medium skin tone
1F9DB_1F3FD_200D_2642	man vampire: medium skin tone
1F9DB_1F3FE	vampire: medium-dark skin tone
1F9DB_1F3FE_200D_2640	woman vampire: medium-dark skin tone
1F9DB_1F3FE_200D_2642	man vampire: medium-dark skin tone
1F9DB_1F3FF	vampire: dark skin tone
1F9DB_1F3FF_200D_2640	woman vampire: dark skin tone
1F9DB_1F3FF_200D_2642	man vampire: dark skin tone
1F9DC_200D_2640	mermaid
1F9DC_200D_2642	merman
1F9DC_1F3FB	merperson: light skin tone
1F9DC_1F3FB_200D_2640	mermaid: light skin tone
1F9DC_1F3FB_200D_2642	merman: light skin tone
1F9DC_1F3FC	merperson: medium-light skin tone
1F9DC_1F3FC_200D_2640	mermaid: medium-light skin tone
1F9DC_1F3FC_200D_2642	merman: medium-light skin tone
1F9DC_1F3FD	merperson: medium skin tone
1F9DC_1F3FD_200D_2640	mermaid: medium skin tone
1F9DC_1F3FD_200D_2642	merman: medium skin tone
1F9DC_1F3FE	merperson: medium-dark skin tone
1F9DC_1F3FE_200D_2640	mermaid: medium-dark skin tone
1F9DC_1F3FE_200D_2642	merman: medium-dark skin tone
1F9DC_1F3FF	merperson: dark skin tone
1F9DC_1F3FF_200D_2640	mermaid: dark skin tone
1F9DC_1F3FF_200D_2642	merman: dark skin tone
1F9DD_200D_2640	woman elf
1F9DD_200D_2642	man elf
1F9DD_1F3FB	elf: light skin tone
1F9DD_1F3FB_200D_2640	woman elf: light skin tone
1F9DD_1F3FB_200D_2642	man elf: light skin tone
1F9DD_1F3FC	elf: medium-light skin tone
1F9DD_1F3FC_200D_2640	woman elf: medium-light skin tone
1F9DD_1F3FC_200D_2642	man elf: medium-light skin tone
1F9DD_1F3FD	elf: medium skin tone
1F9DD_1F3FD_200D_2640	woman elf: medium skin tone
1F9DD_1F3FD_200D_2642	man elf: medium skin tone
1F9DD_1F3FE	elf: medium-dark skin tone
1F9DD_1F3FE_200D_2640	woman elf: medium-dark skin tone
1F9DD_1F3FE_200D_2642	man elf: medium-dark skin tone
1F9DD_1F3FF	elf: dark skin tone
1F9DD_1F3FF_200D_2640	woman elf: dark skin tone
1F9DD_1F3FF_200D_2642	man elf: dark skin tone
1F9DE_200D_2640	woman genie
1F9DE_200D_2642	man genie
1F9DF_200D_2640	woman zombie
1F9DF_200D_2642	man zombie
1FAC3_1F3FB	pregnant man: light skin tone
1FAC3_1F3FC	pregnant man: medium-light skin tone
1FAC3_1F3FD	pregnant man: medium skin tone
1FAC3_1F3FE	pregnant man: medium-dark skin tone
1FAC3_1F3FF	pregnant man: dark skin tone
1FAC4_1F3FB	pregnant person: light skin tone
1FAC4_1F3FC	pregnant person: medium-light skin tone
1FAC4_1F3FD	pregnant person: medium skin tone
1FAC4_1F3FE	pregnant person: medium-dark skin tone
1FAC4_1F3FF	pregnant person: dark skin tone
1FAC5_1F3FB	person with crown: light skin tone
1FAC5_1F3FC	person with crown: medium-light skin tone
1FAC5_1F3FD	person with crown: medium skin tone
1FAC5_1F3FE	person with crown: medium-dark skin tone
1FAC5_1F3FF	person with crown: dark skin tone
1FAF0_1F3FB	hand with index finger and thumb crossed: light skin tone
1FAF0_1F3FC	hand with index finger and thumb crossed: medium-light skin tone
1FAF0_1F3FD	hand with index finger and thumb crossed: medium skin tone
1FAF0_1F3FE	hand with index finger and thumb crossed: medium-dark skin tone
1FAF0_1F3FF	hand with index finger and thumb crossed: dark skin tone
1FAF1_1F3FB	rightwards hand: light skin tone
1FAF1_1F3FB_200D_1FAF2_1F3FC	handshake: light skin tone, medium-light skin tone
1FAF1_1F3FB_200D_1FAF2_1F3FD	handshake: light skin tone, medium skin tone
1FAF1_1F3FB_200D_1FAF2_1F3FE	handshake: light skin tone, medium-dark skin tone
1FAF1_1F3FB_200D_1FAF2_1F3FF	handshake: light skin tone, dark skin tone
1FAF1_1F3FC	rightwards hand: medium-light skin tone
1FAF1_1F3FC_200D_1FAF2_1F3FB	handshake: medium-light skin tone, light skin tone
1FAF1_1F3FC_200D_1FAF2_1F3FD	handshake: medium-light skin tone, medium skin tone
1FAF1_1F3FC_200D_1FAF2_1F3FE	handshake: medium-light skin tone, medium-dark skin tone
1FAF1_1F3FC_200D_1FAF2_1F3FF	handshake: medium-light skin tone, dark skin tone
1FAF1_1F3FD	rightwards hand: medium skin tone
1FAF1_1F3FD_200D_1FAF2_1F3FB	handshake: medium skin tone, light skin tone
1FAF1_1F3FD_200D_1FAF2_1F3FC	handshake: medium skin tone, medium-light skin tone
1FAF1_1F3FD_200D_1FAF2_1F3FE	handshake: medium skin tone, medium-dark skin tone
1FAF1_1F3FD_200D_1FAF2_1F3FF	handshake: medium skin tone, dark skin tone
1FAF1_1F3FE	rightwards hand: medium-dark skin tone
1FAF1_1F3FE_200D_1FAF2_1F3FB	handshake: medium-dark skin tone, light skin tone
1FAF1_1F3FE_200D_1FAF2_1F3FC	handshake: medium-dark skin tone, medium-light skin tone
1FAF1_1F3FE_200D_1FAF2_1F3FD	handshake: medium-dark skin tone, medium skin tone
1FAF1_1F3FE_200D_1FAF2_1F3FF	handshake: medium-dark skin tone, dark skin tone
1FAF1_1F3FF	rightwards hand: dark skin tone
1FAF1_1F3FF_200D_1FAF2_1F3FB	handshake: dark skin tone, light skin tone
1FAF1_1F3FF_200D_1FAF2_1F3FC	handshake: dark skin tone, medium-light skin tone
1FAF1_1F3FF_200D_1FAF2_1F3FD	handshake: dark skin tone, medium skin tone
1FAF1_1F3FF_200D_1FAF2_1F3FE	handshake: dark skin tone, medium-dark skin tone
1FAF2_1F3FB	leftwards hand: light skin tone
1FAF2_1F3FC	leftwards hand: medium-light skin tone
1FAF2_1F3FD	leftwards hand: medium skin tone
1FAF2_1F3FE	leftwards hand: medium-dark skin tone
1FAF2_1F3FF	leftwards hand: dark skin tone
1FAF3_1F3FB	palm down hand: light skin tone
1FAF3_1F3FC	palm down hand: medium-light skin tone
1FAF3_1F3FD	palm down hand: medium skin tone
1FAF3_1F3FE	palm down hand: medium-dark skin tone
1FAF3_1F3FF	palm down hand: dark skin tone
1FAF4_1F3FB	palm up hand: light skin tone
1FAF4_1F3FC	palm up hand: medium-light skin tone
1FAF4_1F3FD	palm up hand: medium skin tone
1FAF4_1F3FE	palm up hand: medium-dark skin tone
1FAF4_1F3FF	palm up hand: dark skin tone
1FAF5_1F3FB	index pointing at the viewer: light skin tone
1FAF5_1F3FC	index pointing at the viewer: medium-light skin tone
1FAF5_1F3FD	index pointing at the viewer: medium skin tone
1FAF5_1F3FE	index pointing at the viewer: medium-dark skin tone
1FAF5_1F3FF	index pointing at the viewer: dark skin tone
1FAF6_1F3FB	heart hands: light skin tone
1FAF6_1F3FC	heart hands: medium-light skin tone
1FAF6_1F3FD	heart hands: medium skin tone
1FAF6_1F3FE	heart hands: medium-dark skin tone
1FAF6_1F3FF	heart hands: dark skin tone
1FAF7_1F3FB	leftwards pushing hand: light skin tone
1FAF7_1F3FC	leftwards pushing hand: medium-light skin tone
1FAF7_1F3FD	leftwards pushing hand: medium skin tone
1FAF7_1F3FE	leftwards pushing hand: medium-dark skin tone
1FAF7_1F3FF	leftwards pushing hand: dark skin tone
1FAF8_1F3FB	rightwards pushing hand: light skin tone
1FAF8_1F3FC	rightwards pushing hand: medium-light skin tone
1FAF8_1F3FD	rightwards pushing hand: medium skin tone
1FAF8_1F3FE	rightwards pushing hand: medium-dark skin tone
1FAF8_1F3FF	rightwards pushing hand: dark skin tone
